accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ
-0.046,0.003,-0.165,37.415,-362.305,-39.673
-0.123,-0.040,0.098,35.706,-429.626,-38.879
-0.096,-0.066,0.675,53.772,-457.947,-29.663
-0.013,0.022,1.051,99.243,-454.651,-13.672
-0.018,0.249,0.958,151.855,-404.663,-4.944
-0.159,0.427,0.816,179.260,-391.968,-29.907
-0.176,0.320,1.076,198.730,-423.828,-82.336
-0.104,-0.012,1.272,201.538,-432.068,-134.827
-0.239,-0.387,1.525,167.847,-417.969,-165.344
-0.275,-0.750,1.860,127.380,-393.616,-163.330
-0.297,-0.954,2.186,89.478,-355.835,-135.498
-0.292,-0.950,2.456,52.917,-303.894,-94.055
-0.255,-0.783,2.588,14.893,-238.220,-48.584
-0.155,-0.473,2.234,-12.512,-162.109,-15.198
-0.220,-0.286,1.939,-31.982,-127.502,-10.193
-0.219,-0.303,1.897,-44.067,-128.723,-30.090
-0.208,-0.503,2.013,-49.744,-139.099,-54.565
-0.195,-0.657,2.182,-51.208,-138.184,-58.167
-0.187,-0.684,2.295,-43.945,-120.850,-39.490
-0.176,-0.561,2.294,-28.015,-94.788,-9.155
-0.153,-0.360,2.197,-4.578,-68.848,20.020
-0.121,-0.173,2.040,18.677,-46.570,37.354
-0.036,-0.020,1.770,30.396,-27.649,38.818
-0.056,0.013,1.609,28.870,-22.339,26.367
-0.004,-0.021,1.621,20.325,-26.855,11.841
-0.009,-0.069,1.621,13.306,-20.752,2.747
-0.003,-0.107,1.596,4.578,-6.287,-0.427
0.027,-0.098,1.519,-1.526,15.869,-0.061
0.027,-0.114,1.356,-11.719,40.771,0.061
0.053,-0.109,1.175,-30.090,59.570,3.357
0.155,-0.046,0.950,-28.198,69.946,11.047
0.175,-0.067,0.768,-18.982,75.989,13.855
0.061,-0.144,0.718,-38.391,62.317,1.770
0.035,-0.202,0.861,-63.538,34.729,-10.315
0.047,-0.207,1.019,-46.875,6.958,-4.517
0.008,-0.135,1.145,-26.184,-6.104,14.160
-0.001,0.003,1.219,-12.451,-4.822,31.799
0.002,0.141,1.232,-0.488,5.798,41.199
0.009,0.207,1.141,9.705,22.400,39.795
0.027,0.216,0.986,11.230,38.513,32.654
0.045,0.182,0.836,12.573,46.936,22.095
0.076,0.098,0.729,15.320,45.410,6.714
0.097,-0.015,0.699,12.512,35.461,-8.789
0.114,-0.119,0.726,6.836,22.461,-19.836
0.101,-0.192,0.776,3.723,12.390,-22.339
0.102,-0.213,0.823,1.099,7.812,-16.541
0.118,-0.200,0.861,0.854,6.409,-6.226
0.116,-0.159,0.883,2.625,6.775,4.456
0.115,-0.098,0.885,2.991,6.714,13.672
0.120,-0.038,0.874,4.517,4.028,19.226
0.117,0.015,0.883,3.784,-2.075,21.240
0.121,0.047,0.923,2.197,-9.705,19.592
0.118,0.055,0.979,0.061,-16.418,13.733
0.118,0.048,1.021,-1.892,-18.921,6.165
0.115,0.022,1.043,-1.221,-16.174,-0.183
0.111,-0.002,1.061,-1.709,-10.071,-4.700
0.106,-0.027,1.068,-1.038,-3.784,-7.751
0.100,-0.055,1.049,3.296,1.526,-9.460
0.097,-0.082,1.009,7.507,6.042,-9.705
0.084,-0.093,0.967,8.423,9.277,-7.935
0.084,-0.105,0.928,8.545,10.742,-5.676

-0.240,-0.545,1.909,94.604,52.795,32.715
-0.304,-0.663,1.936,74.768,84.717,26.794
-0.337,-0.809,2.024,38.879,112.061,19.775
-0.393,-0.997,2.253,2.014,129.822,13.672
-0.463,-1.113,2.549,-19.592,137.207,15.747
-0.418,-1.168,2.762,-28.992,146.851,31.311
-0.470,-1.222,2.948,-34.668,182.434,54.321
-0.604,-1.154,3.071,-64.392,228.943,77.759
-0.726,-0.989,2.966,-91.675,288.147,103.027
-0.780,-0.806,2.742,-91.309,359.070,125.488
-0.852,-0.556,2.484,-105.835,425.354,142.883
-0.903,-0.373,2.131,-132.812,488.098,149.597
-0.898,-0.385,1.670,-153.809,557.312,141.113
-1.003,-0.519,1.148,-178.101,639.343,121.765
-1.109,-0.657,0.652,-220.154,730.347,100.281
-1.334,-0.660,0.313,-266.602,828.064,89.722
-1.273,-0.645,-0.560,-289.429,907.043,86.304
-1.079,-0.515,-1.411,-318.115,918.823,80.627
-1.177,-0.370,-1.756,-309.204,826.111,85.327
-1.246,-0.161,-2.053,-198.914,697.693,111.816
-1.078,0.122,-2.248,-49.194,554.321,145.691
-0.917,0.432,-2.281,69.946,426.392,169.067
-0.813,0.705,-2.223,160.339,299.561,169.617
-0.644,0.906,-2.115,220.215,181.519,153.931
-0.407,0.958,-1.910,238.464,76.782,117.554
-0.328,0.885,-1.604,248.352,-7.812,66.101
-0.089,0.670,-1.468,246.033,-65.002,17.883
0.082,0.474,-1.327,198.364,-105.652,-9.155
0.061,0.428,-1.158,123.657,-132.080,-11.719
0.060,0.492,-1.042,50.049,-137.756,3.479
0.137,0.681,-0.992,-5.188,-130.737,23.865
0.196,0.853,-1.002,-25.452,-126.221,29.541
0.174,0.933,-1.006,-16.968,-131.836,14.343
0.140,0.914,-1.000,1.099,-146.484,-15.381
0.117,0.794,-0.988,9.888,-165.955,-51.636
0.081,0.632,-0.989,9.888,-188.782,-84.412
0.072,0.506,-0.975,-0.366,-212.280,-104.797
0.037,0.407,-0.932,-20.996,-238.098,-113.342
-0.083,0.300,-0.853,-43.335,-267.700,-116.577
-0.123,0.140,-0.758,-48.950,-298.523,-119.446
-0.213,-0.032,-0.602,-36.499,-338.135,-123.169
-0.079,-0.083,-0.484,-4.456,-395.874,-125.916
-0.154,-0.195,0.021,23.560,-469.910,-135.925
-0.103,-0.323,0.306,24.841,-575.500,-129.395
0.042,-0.104,0.959,9.155,-616.821,-87.769
-0.214,0.277,1.225,12.146,-645.203,-69.885
-0.371,0.184,1.477,81.604,-655.151,-105.408
-0.271,0.129,1.489,160.156,-613.708,-154.236
-0.298,-0.172,1.394,182.922,-551.208,-216.553
-0.326,-0.587,1.458,117.065,-489.624,-260.803
0.169,-1.123,1.607,28.442,-420.471,-252.197
-0.668,-1.941,1.768,63.171,-337.952,-175.049
-0.599,-1.337,1.514,130.676,-258.057,-30.396
-0.285,-0.708,1.388,99.609,-213.928,49.194
-0.311,-0.432,1.431,76.965,-215.210,54.138
-0.462,-0.288,1.581,32.898,-228.821,35.889
-0.422,-0.310,1.738,23.804,-237.305,13.672
-0.362,-0.382,1.893,30.273,-240.906,0.671
-0.343,-0.360,2.046,9.460,-231.812,1.404
-0.259,-0.303,2.111,-8.728,-204.285,1.038
-0.239,-0.352,2.186,-24.231,-161.011,-10.498
-0.225,-0.436,2.174,-42.480,-105.225,-25.391
-0.238,-0.463,2.020,-59.998,-48.401,-34.302
-0.222,-0.429,1.801,-64.453,-11.475,-35.278
-0.228,-0.414,1.649,-64.880,3.296,-32.104
-0.220,-0.369,1.591,-60.669,0.366,-21.240
-0.197,-0.251,1.604,-55.664,-11.292,-3.418
-0.168,-0.080,1.641,-48.096,-18.982,11.719
-0.156,-0.001,1.631,-16.907,-15.442,18.250
-0.138,0.072,1.581,1.221,-2.869,18.799
-0.136,0.110,1.491,0.305,12.756,13.367
-0.114,0.083,1.360,-0.183,27.527,3.296
-0.093,0.012,1.220,-1.221,38.696,-7.080
-0.097,-0.063,1.090,-5.493,46.570,-15.381
-0.094,-0.120,0.984,-11.597,50.781,-18.677
-0.093,-0.146,0.921,-14.465,49.805,-16.907
-0.074,-0.162,0.884,-11.230,45.410,-12.329
-0.059,-0.165,0.851,-4.761,39.490,-5.920
-0.044,-0.147,0.808,-0.122,34.546,1.099
-0.020,-0.115,0.759,1.953,31.555,7.446
0.005,-0.081,0.715,3.113,28.503,12.329
0.012,-0.042,0.711,-1.953,22.705,15.381
0.020,0.010,0.753,-12.390,12.329,15.686
0.025,0.030,0.813,-12.207,0.671,12.817
0.026,0.020,0.868,-7.202,-7.141,7.874
0.037,0.022,0.918,-9.827,-10.193,4.028
0.031,0.017,0.956,-8.484,-10.742,2.258
0.027,0.019,0.988,-5.676,-10.620,2.075
0.023,0.030,1.024,-2.747,-10.010,1.831
0.015,0.019,1.051,4.639,-9.155,0.671
0.022,-0.013,1.051,8.789,-6.287,-2.197
0.024,-0.059,1.015,9.705,-1.404,-6.165
0.022,-0.103,0.969,10.132,2.747,-8.423
0.017,-0.134,0.940,6.836,2.991,-8.667
0.018,-0.146,0.955,5.066,-1.587,-6.592
0.018,-0.138,0.992,7.019,-7.874,-2.686
0.024,-0.105,1.024,10.071,-10.986,0.854
0.020,-0.076,1.043,12.878,-9.644,3.296
0.016,-0.057,1.053,7.935,-5.493,2.197
0.008,-0.072,1.048,0.793,-1.160,-1.770

-0.604,-0.135,2.509,-35.461,-32.043,-6.653
-0.662,-0.093,2.780,-31.921,-15.564,-3.418
-0.701,-0.054,2.922,-22.095,23.499,-1.404
-0.677,-0.143,2.892,-5.920,79.895,-7.812
-0.698,-0.320,2.807,-10.681,146.484,-23.560
-0.792,-0.513,2.708,-45.044,211.304,-41.260
-0.826,-0.722,2.597,-70.068,264.893,-52.124
-0.921,-0.871,2.499,-61.523,307.983,-42.236
-0.949,-0.854,2.341,-36.621,346.497,0.244
-0.987,-0.704,2.158,0.427,388.184,62.256
-1.022,-0.427,1.923,17.029,431.091,123.718
-0.971,-0.146,1.581,26.001,479.309,170.898
-0.855,0.063,1.210,43.762,530.762,189.575
-0.820,0.072,0.744,41.321,578.918,171.570
-0.798,-0.022,0.294,0.488,623.535,138.489
-0.715,-0.116,-0.174,-37.842,653.809,107.483
-0.597,-0.160,-0.697,-46.265,662.659,86.548
-0.467,-0.128,-1.242,-42.175,641.113,85.571
-0.419,0.136,-1.874,-52.307,585.999,96.802
-0.145,0.364,-2.455,-46.814,488.281,84.534
-0.046,0.371,-2.587,-52.124,277.893,61.646
0.064,0.232,-2.097,-50.171,79.041,50.720
0.217,0.234,-1.408,-45.288,-81.482,54.688
0.373,0.318,-0.754,-41.260,-185.913,59.814
0.394,0.410,-0.465,-48.340,-251.709,59.143
0.547,0.470,-0.069,-49.927,-255.981,50.781
0.730,0.486,0.055,-18.005,-179.626,31.677
0.814,0.472,-0.107,8.240,-97.595,12.329
0.746,0.494,-0.473,11.414,-21.545,1.892
0.722,0.559,-0.811,8.057,29.236,0.305
0.645,0.570,-1.108,11.047,42.603,-3.906
0.599,0.562,-1.263,9.705,21.790,-13.000
0.601,0.557,-1.261,8.606,-26.733,-24.475
0.553,0.584,-1.073,13.000,-96.558,-31.494
0.500,0.635,-0.750,16.724,-163.086,-36.011
0.510,0.684,-0.466,9.338,-203.796,-45.715
0.556,0.655,-0.267,-2.197,-218.689,-61.157
0.581,0.551,-0.123,-10.071,-214.539,-76.416
0.511,0.412,-0.058,-7.751,-197.083,-86.426
0.488,0.260,-0.120,-5.798,-175.171,-85.754
0.518,0.113,-0.254,-4.150,-163.391,-77.515
0.531,-0.026,-0.315,7.019,-169.373,-67.078
0.534,-0.178,-0.311,19.714,-183.594,-56.824
0.449,-0.328,-0.301,32.532,-196.533,-45.227
0.147,-0.438,-0.367,45.105,-208.496,-28.198
0.108,-0.469,-0.469,59.265,-232.422,-7.751
-0.210,-0.783,-0.043,66.833,-277.100,1.648
-0.296,-0.847,0.547,65.308,-314.392,29.663
-0.196,-0.357,0.281,94.482,-321.716,66.040
-0.572,-0.054,0.283,85.999,-360.718,43.945
-0.627,0.077,0.650,46.997,-451.599,6.653
-0.849,0.245,1.327,-6.287,-541.626,2.930
-0.854,0.486,2.119,-38.757,-596.375,26.672
-0.789,0.629,2.799,-23.682,-548.767,33.508
-0.614,0.391,3.098,11.658,-429.626,-0.793
-0.376,-0.078,2.886,20.081,-273.743,-43.030
-0.293,-0.878,2.290,37.048,-122.986,-69.214
-0.436,-1.187,1.607,38.513,-3.967,-50.537
-0.393,-0.845,0.869,25.818,46.509,4.822
-0.357,-0.463,0.523,10.498,5.127,40.833
-0.477,-0.173,0.709,-10.315,-90.271,56.580
-0.642,0.117,1.385,-17.883,-195.923,62.439
-0.664,0.336,2.146,-12.573,-263.428,59.692
-0.581,0.404,2.710,-0.305,-255.981,40.039
-0.524,0.344,2.916,4.395,-172.058,5.127
-0.511,0.183,2.536,2.075,-50.781,-26.123
-0.503,-0.033,1.905,-2.380,49.866,-47.791
-0.498,-0.231,1.373,-10.071,101.135,-57.129
-0.460,-0.359,1.073,-17.761,101.563,-55.542
-0.402,-0.414,0.967,-14.954,57.312,-42.480
-0.362,-0.348,1.087,-11.658,5.005,-20.081
-0.330,-0.188,1.301,-11.047,-28.931,0.549
-0.297,-0.050,1.445,-4.639,-36.194,12.268
-0.283,0.033,1.482,-0.671,-21.851,14.893
-0.263,0.064,1.395,2.258,-0.488,12.329
-0.236,0.056,1.250,5.127,17.761,9.216
-0.205,0.050,1.115,8.423,28.015,8.118
-0.177,0.061,1.000,9.521,31.921,8.667
-0.160,0.071,0.909,9.338,32.288,8.911
-0.158,0.094,0.871,4.944,27.466,8.179
-0.152,0.126,0.891,-2.258,18.005,7.385
-0.157,0.134,0.938,-5.066,9.216,4.395
-0.142,0.137,0.963,-6.409,5.676,0.854
-0.140,0.145,0.974,-3.601,5.798,-0.610
-0.124,0.130,0.962,0.061,8.667,-3.174
-0.116,0.083,0.929,1.465,12.878,-8.118
-0.117,0.031,0.885,2.014,15.991,-11.230
-0.110,-0.006,0.855,5.188,15.686,-10.803
-0.111,-0.019,0.859,8.057,12.512,-8.118
-0.120,-0.019,0.880,9.216,8.728,-5.554
-0.126,-0.020,0.892,8.789,6.531,-4.456
-0.125,-0.019,0.902,8.728,5.615,-3.845
-0.132,-0.037,0.897,9.155,4.639,-3.723
-0.134,-0.072,0.902,7.263,2.686,-4.700
-0.138,-0.101,0.928,5.798,-0.610,-4.272
-0.146,-0.104,0.962,5.127,-3.845,-1.404
-0.143,-0.068,0.990,5.005,-5.493,2.991
-0.143,-0.015,1.007,6.836,-6.042,6.836
-0.143,0.022,1.033,5.920,-6.042,6.836
-0.141,0.035,1.047,2.625,-4.639,4.028

-0.656,-0.351,2.147,24.231,-42.542,6.531
-0.715,-0.358,2.404,43.640,-47.424,14.526
-0.982,-0.374,2.671,65.918,-49.194,23.621
-1.000,-0.397,2.925,74.219,-32.959,30.029
-1.008,-0.445,3.026,77.942,13.428,33.813
-0.984,-0.459,2.975,68.848,79.041,41.138
-0.947,-0.380,2.904,43.640,152.405,52.063
-0.998,-0.243,2.870,11.108,218.445,57.800
-1.051,-0.142,2.866,-28.198,274.292,52.490
-1.100,-0.126,2.817,-64.636,334.290,34.729
-1.229,-0.236,2.558,-90.210,409.241,8.423
-1.244,-0.449,2.118,-108.948,502.686,-16.174
-1.229,-0.692,1.565,-112.366,594.971,-32.288
-1.148,-0.839,0.996,-103.455,658.386,-31.311
-1.030,-0.856,0.561,-82.764,692.566,-11.169
-0.898,-0.793,0.124,-52.979,684.692,25.513
-0.758,-0.618,-0.171,-45.349,651.062,71.289
-0.655,-0.426,-0.395,-42.725,606.567,111.023
-0.628,-0.276,-0.625,-38.513,569.519,136.658
-0.542,-0.109,-0.894,-61.401,544.922,149.109
-0.465,0.074,-1.237,-99.121,525.146,153.381
-0.410,0.280,-1.617,-129.700,499.023,154.480
-0.375,0.518,-1.962,-144.409,459.229,148.743
-0.221,0.700,-2.403,-143.250,374.329,114.929
-0.198,0.522,-2.430,-141.907,213.562,57.434
-0.066,0.222,-2.067,-120.972,64.758,18.616
0.001,0.147,-1.650,-107.178,-48.035,12.939
0.088,0.223,-1.309,-87.036,-122.742,15.869
0.181,0.280,-1.026,-55.847,-164.001,11.719
0.239,0.315,-0.811,-40.649,-181.396,3.418
0.257,0.351,-0.728,-29.175,-179.260,-3.357
0.259,0.393,-0.715,4.150,-159.973,-11.169
0.268,0.459,-0.778,43.884,-139.587,-19.348
0.272,0.534,-0.841,74.097,-132.202,-24.719
0.286,0.554,-0.847,94.849,-135.193,-31.372
0.252,0.527,-0.838,100.403,-143.494,-41.382
0.196,0.477,-0.857,99.854,-154.541,-54.504
0.194,0.405,-0.838,94.299,-172.180,-70.435
0.186,0.304,-0.712,84.351,-204.590,-85.144
0.133,0.198,-0.479,63.293,-249.695,-93.201
0.092,0.058,-0.215,48.828,-297.852,-92.651
0.047,0.011,-0.002,39.856,-349.854,-77.820
0.038,0.013,0.344,43.640,-389.038,-59.631
0.130,0.021,0.644,46.936,-392.029,-45.288
-0.088,0.011,0.837,46.082,-383.301,-33.997
-0.409,-0.084,0.958,63.477,-373.901,-27.527
0.143,0.267,0.657,119.629,-355.469,-26.367
-0.444,0.311,0.672,150.452,-378.052,-86.853
-0.340,-0.139,1.197,110.229,-440.552,-152.161
-0.307,-0.438,1.469,70.007,-440.552,-155.273
-0.196,-0.844,1.610,65.186,-406.128,-132.568
-0.273,-1.013,1.552,43.274,-339.111,-76.599
-0.211,-0.669,1.335,27.588,-269.531,-14.526
-0.216,-0.461,1.239,-10.010,-219.727,-1.648
-0.352,-0.509,1.329,-36.316,-205.505,-17.700
-0.460,-0.444,1.457,-56.702,-206.055,-16.296
-0.555,-0.269,1.733,-62.927,-215.027,-2.319
-0.490,-0.200,1.934,-58.350,-208.191,9.766
-0.431,-0.063,2.065,-42.725,-189.270,22.217
-0.500,0.106,1.673,-12.695,-141.968,16.174
-0.523,-0.230,1.716,-0.427,-142.212,-16.418
-0.495,-0.514,1.976,-9.216,-141.541,-24.475
-0.472,-0.416,1.912,-2.319,-115.173,-4.089
-0.384,-0.253,1.749,1.099,-85.754,14.587
-0.382,-0.218,1.607,-6.287,-63.538,12.634
-0.395,-0.227,1.574,-20.142,-53.040,5.310
-0.410,-0.178,1.595,-26.978,-53.040,5.981
-0.437,-0.090,1.744,-27.100,-57.739,11.353
-0.424,0.028,1.864,-25.024,-53.406,16.296
-0.399,0.109,1.842,-15.137,-34.912,17.944
-0.376,0.141,1.693,-10.437,-9.033,12.817
-0.339,0.110,1.497,-10.742,12.817,3.235
-0.323,0.029,1.334,-11.963,23.437,-5.859
-0.319,-0.043,1.223,-12.451,23.865,-10.254
-0.283,-0.072,1.162,-11.230,20.264,-7.568
-0.249,-0.043,1.124,-8.057,17.029,-1.282
-0.242,0.027,1.103,-7.080,16.113,5.066
-0.224,0.090,1.089,-9.888,16.357,7.690
-0.213,0.125,1.084,-10.742,16.235,5.676
-0.191,0.113,1.051,-8.179,17.334,1.343
-0.182,0.088,0.994,-5.798,20.874,-1.343
-0.183,0.066,0.947,-2.686,23.437,-1.465
-0.187,0.061,0.921,1.160,22.888,-0.977
-0.200,0.060,0.911,4.822,19.287,-0.549
-0.199,0.056,0.895,9.216,15.869,-0.732
-0.186,0.043,0.873,12.878,13.672,-1.282
-0.181,0.010,0.863,14.648,10.803,-3.479
-0.175,-0.032,0.864,12.878,8.362,-6.226
-0.177,-0.062,0.890,10.925,5.371,-6.714
-0.167,-0.065,0.921,10.193,2.808,-4.700
-0.159,-0.044,0.930,10.803,3.296,-1.587
-0.160,-0.009,0.924,10.254,5.188,0.000
-0.156,0.004,0.912,8.911,6.226,-0.793
-0.153,-0.006,0.906,7.141,6.287,-3.601
-0.151,-0.031,0.903,4.761,6.042,-6.836
-0.152,-0.055,0.902,3.174,5.554,-8.667
-0.158,-0.074,0.917,5.066,3.174,-8.667
-0.160,-0.079,0.939,6.348,0.122,-6.958
-0.152,-0.092,0.962,8.240,-1.709,-5.249
-0.144,-0.111,0.983,8.789,-2.686,-4.517

-1.074,-0.119,2.746,-31.433,-49.988,-12.329
-1.272,-0.372,3.372,-24.475,-53.406,-26.184
-1.332,-0.833,3.851,-3.357,-8.423,-26.245
-1.406,-0.984,3.795,20.569,91.492,0.671
-1.266,-0.751,3.198,39.307,219.971,40.161
-1.125,-0.582,2.523,47.424,324.036,69.397
-1.017,-0.436,1.998,36.133,383.484,92.712
-0.948,-0.293,1.824,11.292,417.908,121.521
-0.982,-0.094,1.842,-13.367,432.007,149.841
-0.873,0.047,1.734,-25.513,454.712,173.645
-0.827,0.122,1.504,-22.034,500.671,187.500
-0.842,0.241,1.189,-48.584,552.490,186.279
-0.739,0.364,0.746,-80.383,603.149,170.288
-0.664,0.380,0.193,-85.205,651.733,141.663
-0.633,0.253,-0.327,-103.699,672.302,100.403
-0.623,0.209,-0.736,-151.733,661.194,58.167
-0.479,0.157,-1.116,-157.349,602.844,25.269
-0.347,0.062,-1.370,-112.671,516.846,6.104
-0.228,-0.018,-1.529,-62.012,425.964,-5.737
-0.029,-0.054,-1.632,-29.419,343.201,-9.583
0.092,-0.103,-1.748,-8.972,265.137,-3.967
0.125,-0.144,-1.807,-16.846,195.374,7.568
0.138,-0.129,-1.832,-36.255,127.014,22.034
0.153,-0.063,-1.793,-30.640,50.293,39.124
0.195,0.106,-1.616,-19.348,-30.945,59.265
0.201,0.295,-1.366,-2.136,-102.600,71.411
0.222,0.459,-1.141,17.456,-153.259,66.772
0.251,0.561,-0.993,26.367,-178.833,46.936
0.241,0.609,-0.897,23.987,-186.157,19.592
0.245,0.603,-0.888,30.273,-185.974,-9.949
0.233,0.570,-0.892,44.861,-185.669,-36.377
0.243,0.518,-0.841,49.927,-196.899,-53.711
0.168,0.446,-0.677,50.842,-223.206,-66.162
0.118,0.368,-0.438,50.903,-253.662,-75.378
0.147,0.312,-0.283,45.410,-282.593,-76.355
0.168,0.303,-0.083,39.063,-304.749,-71.899
0.149,0.283,0.133,30.640,-317.749,-69.458
0.085,0.265,0.359,6.348,-327.393,-66.345
0.018,0.224,0.535,-11.841,-330.994,-65.552
-0.029,0.147,0.679,5.798,-330.750,-68.115
-0.019,-0.015,0.852,39.856,-326.660,-78.003
-0.093,-0.331,1.149,52.612,-324.951,-79.712
0.041,-0.361,1.226,78.979,-279.236,-50.232
-0.042,0.002,0.760,132.080,-242.126,-40.710
-0.199,0.143,0.523,151.550,-268.066,-79.285
-0.306,-0.098,0.687,126.892,-333.313,-139.099
-0.386,-0.438,1.097,84.106,-379.822,-179.138
-0.448,-0.751,1.543,25.818,-390.076,-184.937
-0.274,-1.307,2.025,-26.367,-357.849,-147.888
-0.572,-0.926,2.109,-44.189,-291.504,-61.340
-0.365,-0.275,1.878,-55.908,-220.337,7.019
-0.308,-0.088,1.678,-60.669,-179.382,0.549
-0.313,-0.327,1.697,-69.580,-168.579,-29.968
-0.445,-0.449,1.865,-64.270,-161.682,-33.325
-0.416,-0.285,1.990,-45.532,-143.555,-9.399
-0.370,-0.121,1.898,-19.592,-114.502,6.775
-0.327,-0.081,1.871,-3.784,-92.407,8.972
-0.289,-0.042,1.797,-0.977,-68.115,7.263
-0.282,0.002,1.710,-3.479,-48.462,6.409
-0.300,0.022,1.642,-5.310,-37.292,2.747
-0.274,-0.002,1.603,-11.475,-32.593,-4.761
-0.242,-0.068,1.577,-15.442,-29.541,-12.085
-0.236,-0.135,1.551,-16.968,-24.475,-15.015
-0.240,-0.171,1.526,-20.752,-18.677,-13.977
-0.237,-0.198,1.501,-20.874,-13.123,-10.193
-0.240,-0.199,1.477,-17.395,-8.545,-4.517
-0.219,-0.183,1.424,-9.583,-3.662,2.380
-0.184,-0.143,1.337,0.671,3.052,10.376
-0.150,-0.066,1.213,5.005,11.780,18.250
-0.129,0.027,1.074,3.479,19.958,23.682
-0.121,0.108,0.967,-1.221,22.583,23.987
-0.127,0.141,0.920,-5.676,17.029,17.395
-0.133,0.097,0.942,-10.315,6.958,6.042
-0.137,0.014,0.987,-14.282,0.305,-4.089
-0.130,-0.047,1.001,-14.526,-0.305,-6.775
-0.140,-0.029,1.013,-10.864,1.831,-1.831
-0.137,0.045,1.024,-6.104,3.906,5.249
-0.123,0.098,1.012,0.427,7.446,7.690
-0.110,0.105,0.975,5.737,12.329,3.906
-0.104,0.068,0.927,9.705,16.357,-1.953
-0.097,0.000,0.883,12.512,17.822,-6.958
-0.094,-0.062,0.845,13.794,17.700,-8.789
-0.096,-0.097,0.810,12.024,16.663,-7.568
-0.096,-0.088,0.781,9.094,13.672,-4.211
-0.100,-0.071,0.766,5.859,8.728,-1.343
-0.116,-0.078,0.802,0.610,-0.122,-0.854
-0.132,-0.087,0.896,-4.700,-10.681,-0.854
-0.137,-0.079,0.996,-7.141,-17.395,0.244
-0.141,-0.060,1.051,-5.066,-16.663,3.052
-0.145,-0.028,1.054,-4.272,-10.681,4.883
-0.144,-0.002,1.023,-4.456,-4.944,5.005
-0.143,-0.001,1.005,-4.272,-3.479,3.113
-0.136,-0.012,1.004,-3.967,-4.578,0.977
-0.141,-0.020,1.015,-3.479,-5.859,0.061
-0.141,-0.019,1.036,-2.991,-6.531,0.122
-0.143,-0.026,1.059,-1.282,-5.981,0.061
-0.141,-0.041,1.062,-1.099,-3.601,-0.671
-0.139,-0.050,1.042,-1.831,-0.244,-0.732
-0.139,-0.035,1.009,-1.587,2.380,0.671
-0.137,-0.010,0.979,-1.221,2.502,2.563

-0.562,-0.158,2.275,-18.311,1.099,-1.709
-0.674,-0.270,2.456,-19.226,1.770,-6.226
-0.799,-0.424,2.638,-17.517,14.221,-8.850
-0.861,-0.604,2.789,-11.780,40.955,-5.737
-0.858,-0.672,2.821,-9.338,87.585,11.230
-0.779,-0.580,2.689,-13.916,148.743,41.626
-0.704,-0.434,2.439,-20.508,213.623,75.684
-0.653,-0.272,2.152,-17.639,269.958,106.384
-0.601,-0.134,1.920,-26.428,313.293,125.610
-0.534,-0.066,1.782,-40.161,344.421,131.104
-0.520,-0.020,1.753,-63.721,367.249,125.793
