accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ
-0.882,-0.975,-0.005,-445.007,334.167,-288.635
-0.864,-1.138,-0.020,-394.653,269.653,-301.331
-0.829,-1.314,-0.021,-278.870,200.500,-289.978
-0.778,-1.491,-0.052,-138.000,134.460,-251.343
-0.731,-1.634,-0.092,-29.297,75.623,-190.186
-0.701,-1.684,-0.084,11.536,22.644,-111.511
-0.715,-1.582,0.042,4.028,-27.405,-24.353
-0.674,-1.379,0.197,15.259,-72.388,58.838
-0.662,-1.174,0.296,63.354,-110.535,121.643
-0.685,-0.967,0.412,96.802,-141.846,159.058
-0.689,-0.787,0.511,116.272,-162.842,176.941
-0.666,-0.648,0.606,124.817,-175.293,179.321

-1.038,-1.009,0.790,140.747,-85.205,-11.902
-1.141,-0.980,0.997,205.444,-140.869,-1.404
-1.226,-1.006,1.172,279.907,-172.974,-1.953
-1.197,-1.083,1.311,341.736,-169.312,-11.292
-1.118,-1.175,1.390,348.938,-123.779,-17.395
-1.205,-1.197,1.451,297.363,-40.955,-16.479
-1.126,-1.139,1.533,210.205,68.726,-18.127
-1.234,-1.265,1.409,121.033,194.092,-43.518
-1.406,-1.415,1.309,-49.255,317.383,-86.365
-1.760,-1.603,1.285,-257.202,425.293,-149.658
-2.206,-1.861,1.250,-408.569,506.287,-227.905
-2.727,-2.176,1.261,-485.291,559.570,-310.486
-3.111,-2.538,1.210,-481.567,599.304,-377.075
-3.373,-2.798,1.118,-475.220,640.442,-393.066
-3.427,-2.917,1.077,-464.294,687.927,-339.355
-3.294,-2.856,0.914,-383.789,749.512,-229.553
-3.183,-2.600,0.533,-234.192,824.036,-66.711
-3.148,-2.188,0.080,-82.764,891.174,123.535
-3.085,-1.632,-0.303,6.714,934.387,311.707
-2.913,-1.051,-0.611,61.340,958.740,480.530
-2.825,-0.527,-0.826,108.398,963.623,613.953
-2.790,-0.071,-1.075,141.235,967.834,707.581
-2.714,0.336,-1.356,133.362,981.079,768.188
-2.753,0.621,-1.607,50.354,995.544,795.044
-2.801,0.901,-1.798,-124.634,1006.897,782.043
-2.712,1.056,-1.920,-336.060,1017.395,723.816
-2.391,1.074,-2.085,-533.264,1020.203,614.502
-2.009,0.944,-2.296,-713.013,979.675,461.731
-1.480,0.747,-2.299,-856.995,895.508,295.410
-1.045,0.514,-2.239,-933.472,770.874,153.320
-0.634,0.283,-2.199,-900.879,641.235,43.762
-0.281,0.055,-2.177,-787.537,516.479,-34.790
-0.066,0.043,-2.141,-630.859,394.958,-84.473
0.021,-0.202,-2.471,-64.819,281.433,-142.639
0.037,-0.218,-2.617,397.583,142.273,-130.310
0.117,-0.072,-2.217,73.608,33.752,-67.383
0.181,0.009,-1.803,-57.373,-71.960,-31.494
0.316,0.127,-1.430,-8.240,-151.062,-16.846
0.414,0.155,-1.083,66.467,-198.914,-16.113
0.462,0.097,-0.761,173.157,-225.403,-28.931
0.440,0.019,-0.608,247.559,-248.535,-43.579
0.425,-0.039,-0.536,268.127,-244.263,-44.434
0.443,-0.063,-0.441,271.790,-181.641,-33.813
0.589,-0.105,-0.477,280.884,-139.160,-20.691
0.673,-0.101,-0.540,259.094,-111.389,-1.648
0.629,-0.032,-0.590,206.421,-94.421,18.860
0.545,0.084,-0.636,158.630,-85.266,40.344
0.467,0.216,-0.683,143.616,-82.764,60.913
0.480,0.348,-0.732,141.663,-82.458,76.660
0.509,0.493,-0.736,133.057,-85.999,82.703
0.509,0.630,-0.703,130.920,-94.849,78.491
0.491,0.736,-0.652,152.527,-106.079,63.538
0.482,0.807,-0.594,191.895,-116.760,40.527
0.474,0.844,-0.540,243.347,-125.549,12.024
0.454,0.844,-0.500,302.490,-131.592,-20.691
0.423,0.822,-0.461,352.173,-136.780,-53.833
0.386,0.755,-0.451,381.714,-138.367,-83.801
0.366,0.677,-0.441,380.554,-134.277,-108.215
0.375,0.617,-0.410,349.243,-128.113,-124.451
0.369,0.584,-0.368,303.345,-123.962,-132.690
0.350,0.580,-0.340,268.005,-120.178,-135.498
0.319,0.603,-0.343,242.737,-115.967,-133.362
0.275,0.668,-0.365,209.412,-112.488,-127.625
0.226,0.754,-0.398,171.448,-111.755,-121.338
0.164,0.847,-0.454,144.653,-114.929,-117.554
0.116,0.943,-0.535,129.028,-124.451,-119.141
0.080,1.036,-0.616,117.371,-141.846,-129.639
0.040,1.098,-0.673,100.769,-168.640,-154.175
-0.050,1.121,-0.697,77.148,-204.163,-196.655
-0.156,1.077,-0.683,46.143,-245.300,-251.709
-0.347,1.008,-0.591,1.221,-289.429,-311.218
-0.549,0.913,-0.456,-35.645,-335.937,-369.751
-0.821,0.775,-0.332,-37.354,-377.380,-431.885
-1.098,0.604,-0.286,-9.094,-409.607,-499.023
-1.173,0.398,-0.266,7.507,-434.998,-571.350
-1.855,0.096,-0.179,33.203,-452.759,-649.841
-2.162,-0.326,-0.102,114.014,-473.206,-724.670
-2.762,-0.705,-0.052,187.439,-493.774,-779.297
-2.737,-1.124,-0.069,174.988,-493.774,-817.505
-2.749,-1.584,-0.084,113.342,-487.305,-819.458
-2.716,-1.957,-0.011,-11.108,-505.432,-776.672
-2.507,-2.143,0.197,-152.893,-555.725,-689.575
-2.563,-2.092,0.605,-210.693,-619.751,-578.003
-2.635,-2.174,0.929,-175.903,-674.072,-477.112
-2.347,-2.498,1.302,-153.931,-744.812,-394.165
-2.403,-2.568,1.903,-215.393,-847.656,-303.284
-2.939,-2.376,2.566,-272.095,-940.674,-193.054
-3.192,-2.248,3.248,-198.120,-979.736,-99.609
-3.205,-2.330,3.607,26.062,-968.384,-27.954
-2.938,-2.457,3.770,284.241,-869.019,39.917
-2.287,-2.542,3.699,452.209,-677.002,110.901
-1.823,-2.203,3.306,441.895,-424.500,201.782
-1.586,-1.370,2.781,271.973,-153.870,304.687
-1.534,-0.632,2.129,106.873,95.947,384.766
-1.571,-0.187,1.437,-1.709,300.598,407.959
-1.509,-0.030,0.872,-101.257,448.059,377.197
-1.416,0.043,0.376,-219.116,526.611,305.176
-1.237,0.021,0.084,-324.402,551.392,208.069
-1.041,-0.080,-0.114,-373.474,534.302,100.037
-0.876,-0.243,-0.238,-362.183,478.088,0.671

-0.574,-1.192,0.889,-51.270,-30.640,-29.907
-0.604,-1.185,0.874,-52.612,-7.324,4.456
-0.606,-1.109,0.810,-53.955,19.409,47.058
-0.583,-0.990,0.696,-48.340,43.335,88.684
-0.551,-0.860,0.584,-46.021,58.899,122.375
-0.509,-0.756,0.496,-48.767,65.063,142.578
-0.480,-0.705,0.427,-49.072,62.866,148.254
-0.445,-0.721,0.374,-53.467,53.406,144.104
-0.406,-0.801,0.346,-70.923,40.344,135.376
-0.388,-0.955,0.361,-106.934,27.039,126.526
-0.438,-1.095,0.444,-169.250,17.334,121.521
-0.456,-1.306,0.500,-224.182,10.559,121.643
-0.413,-1.571,0.560,-276.245,12.939,121.887
-0.473,-1.796,0.705,-346.619,20.447,127.747
-0.593,-2.015,0.875,-382.751,20.752,153.137
-0.870,-2.148,1.106,-371.399,20.264,201.904
-1.076,-2.254,1.259,-310.364,32.166,278.625
-1.226,-2.218,1.351,-220.764,56.824,385.559
-1.358,-1.995,1.432,-125.305,90.698,509.216
-1.819,-1.646,1.278,-35.339,122.986,642.395
-1.665,-1.054,1.076,-67.017,142.517,762.085
-1.589,-0.168,1.098,-147.400,152.466,851.501
-1.903,0.667,1.077,-88.318,157.349,841.797
-1.754,1.266,0.937,70.190,150.818,783.081
-1.415,1.618,0.598,211.548,132.141,702.332
-1.170,1.907,0.495,144.775,104.309,595.947
-0.861,2.009,0.303,-84.961,85.388,467.834
-0.561,2.191,0.351,-334.473,84.595,316.345
-0.507,1.941,0.376,-425.171,84.167,150.574
-0.403,1.401,0.333,-335.999,69.946,-13.306
-0.120,0.802,0.338,-230.469,37.964,-128.967
-0.266,0.307,0.456,-163.147,-3.723,-192.627
-0.139,-0.019,0.563,-123.230,-43.274,-210.693
-0.096,-0.280,0.692,-76.599,-76.843,-194.824
-0.125,-0.466,0.815,-35.095,-101.501,-159.363
-0.118,-0.565,0.957,-21.362,-116.638,-109.253
0.001,-0.547,1.115,-27.100,-121.033,-51.575
0.016,-0.457,1.251,-11.230,-109.192,-0.488
-0.236,-0.344,1.321,31.128,-83.862,38.269
0.173,-0.331,1.185,59.021,-44.006,73.181
0.220,-0.150,1.067,2.014,-7.507,95.581
0.167,0.107,1.161,-57.434,9.399,106.689
0.287,0.289,1.143,-34.485,24.109,88.867
0.206,0.409,0.990,21.362,42.847,46.326
0.237,0.378,0.807,73.547,40.588,-2.625
0.219,0.255,0.725,84.595,19.775,-43.152
0.180,0.093,0.775,49.133,-7.751,-74.219
0.279,-0.075,0.905,15.869,-31.738,-90.454
0.244,-0.225,1.059,3.418,-45.898,-96.619
0.241,-0.355,1.161,4.639,-46.631,-93.689
0.236,-0.439,1.215,6.653,-36.438,-79.468
0.234,-0.476,1.196,10.010,-18.860,-58.289
0.174,-0.459,1.122,7.751,-2.625,-32.837
0.161,-0.364,1.074,4.333,6.592,-6.348
0.162,-0.313,0.995,29.114,11.353,14.343
0.158,-0.248,0.950,41.443,11.169,27.710
0.132,-0.156,0.961,26.428,7.263,35.461
0.113,-0.095,0.970,15.503,4.517,34.119
0.069,-0.061,0.973,12.573,2.319,26.123
0.019,-0.040,0.983,12.085,-0.061,17.334
-0.036,-0.028,0.983,18.799,-1.099,8.362
-0.099,-0.016,0.963,33.508,-0.610,0.916
-0.152,0.004,0.948,46.387,-2.136,-4.883
-0.184,0.069,0.997,39.490,-13.672,-8.362
-0.238,0.183,1.135,26.855,-35.889,-11.169
-0.328,0.286,1.316,53.955,-63.721,-18.860
-0.488,0.366,1.495,140.015,-88.379,-34.729
-0.741,0.468,1.678,267.639,-109.131,-50.720
-1.057,0.553,1.846,420.898,-124.207,-64.758
-1.482,0.658,2.064,573.425,-135.010,-84.106
-1.889,0.990,2.552,664.612,-152.222,-117.371
-2.501,1.108,3.383,724.182,-167.908,-206.665
-3.462,0.296,3.994,812.256,-111.267,-387.390
-3.945,-1.087,4.000,768.005,96.558,-577.087
-4.000,-2.214,3.506,463.135,473.206,-664.124
-4.000,-2.510,2.301,10.315,912.476,-650.940
-4.000,-2.354,1.115,-304.749,1264.771,-631.592
-4.000,-2.337,0.377,-382.080,1466.919,-645.203
-4.000,-2.370,-0.228,-342.651,1493.652,-655.273
-4.000,-2.589,-0.742,-205.322,1442.444,-623.413
-4.000,-2.787,-1.309,-28.198,1345.215,-518.677
-3.782,-2.669,-1.825,20.203,1253.418,-364.075
-3.043,-2.336,-2.143,8.484,1190.063,-205.994
-2.475,-2.023,-2.281,-1.770,1117.432,-79.163
-1.953,-1.748,-2.492,-0.488,983.826,-6.531
-1.466,-1.495,-2.577,-1.892,842.529,24.780
-0.928,-1.305,-2.561,21.912,686.340,29.541
-0.465,-1.192,-2.475,74.829,511.536,21.240
-0.159,-1.135,-2.311,148.010,334.473,2.502
0.054,-1.157,-2.112,235.657,175.537,-18.677
0.159,-1.238,-1.880,314.514,45.593,-29.846
0.240,-1.314,-1.622,348.816,-57.800,-23.804
0.291,-1.337,-1.345,345.032,-142.212,-1.160
0.328,-1.309,-1.025,321.411,-213.379,32.898
0.362,-1.226,-0.705,289.490,-279.297,71.716
0.367,-1.094,-0.426,273.926,-338.684,106.812
0.443,-0.979,-0.193,280.457,-372.559,136.047
0.441,-0.866,0.065,294.067,-357.239,157.898
0.516,-0.740,0.247,302.979,-343.994,175.049
0.581,-0.604,0.397,297.974,-310.242,188.171

-1.411,0.074,-2.502,112.183,612.610,102.356
-2.113,-0.067,-2.705,9.705,699.646,104.553
-1.897,-0.236,-3.044,-36.682,629.333,68.298
-1.427,-0.249,-3.481,29.968,487.000,9.949
-0.637,-0.200,-3.990,328.979,221.497,-70.374
-0.590,-0.075,-3.934,585.449,-153.687,-174.622
-1.235,-0.024,-2.938,454.163,-487.244,-303.040
-1.932,-0.070,-1.684,168.091,-730.408,-442.932
-2.457,-0.299,-0.658,103.638,-891.846,-573.364
-2.797,-0.781,-0.033,253.540,-971.008,-696.594
-2.623,-1.412,0.237,376.160,-979.065,-794.250
-2.414,-2.073,0.365,334.351,-971.375,-833.252
-2.346,-2.532,0.634,113.220,-997.131,-781.067
-2.376,-2.658,1.200,-161.926,-1055.664,-646.423
-2.566,-2.574,1.822,-296.875,-1114.441,-467.712
-2.776,-2.424,2.337,-252.075,-1171.082,-294.617
-2.809,-2.257,2.828,-89.111,-1156.982,-151.184
-2.462,-2.153,3.155,151.184,-1097.534,-56.885
-1.957,-2.210,3.257,412.415,-968.262,-11.353
-1.406,-2.263,3.166,560.242,-779.236,12.817
-0.976,-2.081,2.961,519.409,-560.120,45.959
-0.649,-1.656,2.687,331.848,-333.679,88.074
-0.407,-1.208,2.289,112.732,-114.014,117.859
-0.316,-0.915,1.726,-50.720,81.238,111.938
-0.292,-0.852,1.127,-136.719,229.004,72.876
-0.301,-0.939,0.742,-180.237,320.007,18.311
-0.292,-1.123,0.271,-205.200,336.060,-35.522
-0.204,-1.330,0.046,-218.689,298.401,-70.190
-0.135,-1.488,-0.088,-201.660,238.403,-74.829
-0.052,-1.572,-0.184,-160.400,168.518,-51.636
-0.006,-1.562,-0.228,-117.004,101.318,-7.690
0.004,-1.417,-0.187,-94.910,41.931,46.082
0.039,-1.191,-0.084,-84.229,-7.324,97.229
0.062,-0.944,0.070,-76.721,-46.814,133.972
0.063,-0.704,0.264,-66.650,-78.735,150.696
0.091,-0.524,0.442,-43.518,-104.736,146.729
0.105,-0.422,0.605,-15.686,-119.446,126.099
0.104,-0.370,0.758,2.258,-121.765,95.886
0.113,-0.395,0.867,18.921,-112.671,61.890
0.096,-0.471,0.939,28.809,-93.872,30.640
0.076,-0.532,0.984,22.217,-71.167,6.165
0.081,-0.588,0.968,13.428,-44.006,-9.949
0.124,-0.625,0.887,2.502,-10.498,-20.569
0.160,-0.664,0.752,-13.977,25.208,-27.100
0.142,-0.697,0.628,-37.781,54.443,-33.142
0.128,-0.749,0.520,-49.133,68.420,-39.978
0.110,-0.834,0.437,-38.757,67.139,-45.166
0.085,-0.894,0.405,-27.710,52.429,-45.227
0.066,-0.945,0.394,-6.714,30.884,-40.100
0.055,-0.973,0.386,28.076,8.057,-29.968
0.040,-0.956,0.399,56.396,-12.451,-14.526
0.014,-0.892,0.448,68.420,-28.931,4.578
-0.013,-0.798,0.516,67.444,-39.856,24.475
-0.036,-0.684,0.595,62.744,-46.082,39.917
-0.070,-0.574,0.673,59.814,-47.913,48.035
-0.099,-0.489,0.749,64.209,-45.532,47.974
-0.144,-0.453,0.803,77.454,-39.429,42.175
-0.168,-0.443,0.866,82.153,-30.090,32.288
-0.202,-0.441,0.941,84.595,-17.456,20.691
-0.253,-0.443,1.004,102.478,-2.014,8.240
-0.306,-0.433,1.077,135.986,15.564,-0.671
-0.346,-0.417,1.138,174.805,34.119,-5.493
-0.456,-0.390,1.185,212.219,58.044,-8.118
-0.641,-0.268,1.247,235.718,86.975,-3.479
-0.800,-0.039,1.275,246.887,114.990,13.367
-0.883,0.288,1.280,256.775,145.935,35.339
-1.125,0.699,1.332,262.085,185.242,51.819
-1.372,1.134,1.437,278.564,236.389,49.255
-1.405,1.434,1.438,332.153,320.923,5.920
-1.355,1.418,1.130,379.456,459.961,-87.402
-1.680,1.066,0.458,290.710,640.625,-220.642
-2.033,0.511,-0.226,-2.930,805.725,-377.930
-2.454,-0.136,-0.681,-312.683,906.738,-581.299
-3.086,-0.947,-0.903,-414.062,904.480,-813.538
-3.631,-1.864,-1.116,-280.090,814.758,-995.483
-3.685,-2.932,-1.450,-94.788,685.669,-1069.275
-3.375,-3.850,-1.652,-67.627,527.832,-1016.541
-2.838,-4.000,-1.560,-143.188,384.949,-874.207
-2.314,-4.000,-1.400,-126.526,243.164,-672.119
-1.882,-4.000,-1.244,-33.081,120.667,-428.467
-1.613,-3.948,-0.943,24.658,21.545,-166.260
-1.437,-3.195,-0.586,53.833,-59.143,70.984
-1.392,-2.401,-0.257,71.472,-131.897,260.254
-1.315,-1.640,0.053,76.843,-196.716,395.691
-1.222,-0.975,0.215,84.534,-237.976,472.046
-1.100,-0.386,0.462,94.971,-236.816,495.178
-0.831,0.093,0.587,104.492,-228.638,468.628
-0.602,0.437,0.687,104.858,-197.205,393.372
-0.382,0.608,0.730,90.271,-145.325,277.954
-0.253,0.609,0.727,55.359,-74.951,138.977
-0.255,0.311,0.589,25.024,4.395,-1.160
-0.306,-0.124,0.395,-14.771,80.200,-119.507
-0.403,-0.533,0.204,-60.364,145.630,-199.646
-0.512,-0.891,-0.016,-80.872,189.819,-240.601
-0.569,-1.164,-0.182,-96.741,205.383,-246.826
-0.578,-1.406,-0.332,-94.727,190.613,-222.839
-0.579,-1.580,-0.458,-72.754,155.212,-173.462
-0.563,-1.642,-0.526,-55.420,106.995,-106.873
-0.582,-1.583,-0.509,-40.405,49.255,-33.264
-0.601,-1.409,-0.417,-14.404,-13.672,36.560

-0.846,-1.951,0.609,-19.653,19.104,-133.301
-1.085,-2.481,0.695,-52.856,26.367,-182.373
-1.433,-3.070,0.743,-115.417,49.561,-216.858
-2.010,-3.590,0.801,-199.158,85.327,-214.722
-2.531,-3.970,0.896,-289.246,119.019,-161.377
