accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ
-0.216,0.992,0.937,-17.090,35.828,54.382
-0.219,0.940,0.812,-45.471,40.405,48.950
-0.304,0.922,0.852,-36.682,30.212,46.570
-0.188,0.812,0.871,-7.507,16.724,47.119
-0.217,0.959,0.814,-4.395,20.203,44.434
-0.219,1.013,0.785,-37.537,13.550,31.128
-0.253,0.892,0.813,-26.306,2.686,7.385
-0.235,0.726,0.942,-16.663,-8.240,-12.390
-0.214,0.529,0.995,4.333,-12.085,-24.841
-0.170,0.375,1.060,1.648,-12.329,-26.245
-0.156,0.288,1.073,10.437,-8.484,-14.282
-0.135,0.296,1.108,29.297,-3.601,2.014
-0.117,0.420,1.027,45.471,6.592,15.076
-0.120,0.530,0.917,35.217,11.414,13.611
-0.129,0.468,0.914,26.672,3.174,-2.930
-0.116,0.286,1.001,33.813,-5.737,-20.020
-0.132,0.146,1.074,29.724,-5.371,-28.137
-0.133,0.075,1.085,18.677,-0.305,-28.687
-0.128,0.044,1.077,16.052,4.089,-24.719
-0.126,0.034,1.064,17.090,7.141,-19.775
-0.111,0.031,1.038,16.785,8.728,-16.602
-0.096,0.034,1.009,17.273,8.179,-14.771
-0.076,0.039,1.000,19.348,4.883,-13.367
-0.055,0.023,1.007,23.376,0.610,-13.489
-0.024,-0.008,1.026,26.428,-2.258,-13.489
-0.018,-0.041,1.034,28.992,-2.075,-12.024
-0.018,-0.056,1.033,23.499,1.526,-9.521
-0.011,-0.071,1.008,17.090,6.226,-7.507
0.000,-0.080,0.973,10.437,10.803,-5.737
-0.003,-0.084,0.943,7.019,12.695,-3.723
-0.004,-0.074,0.933,5.005,10.925,-1.648
-0.004,-0.043,0.949,5.920,5.005,2.258
0.000,-0.007,0.987,12.817,-1.038,6.287
-0.000,0.018,1.022,16.418,-4.089,8.362
0.004,0.038,1.037,14.526,-2.502,8.057
0.013,0.038,1.031,10.254,1.770,5.249
0.012,0.012,1.010,5.981,5.859,2.502

-0.315,1.331,1.085,55.847,-22.217,-49.683
-0.337,1.410,1.150,58.289,-21.667,-64.819
-0.394,1.358,1.206,54.382,-13.794,-91.980
-0.439,1.193,1.225,46.326,0.122,-124.817
-0.446,0.943,1.183,47.913,15.808,-153.259
-0.465,0.689,1.088,52.612,30.151,-170.227
-0.456,0.498,0.966,56.458,40.771,-175.781
-0.429,0.355,0.861,66.223,41.687,-176.025
-0.412,0.232,0.814,79.529,31.494,-174.744
-0.395,0.133,0.849,83.984,15.625,-174.133
-0.401,0.043,0.941,84.595,1.892,-176.270
-0.411,-0.036,1.041,79.285,-2.991,-180.847
-0.432,-0.152,1.098,69.214,2.686,-190.552
-0.430,-0.291,1.127,55.542,15.930,-202.820
-0.412,-0.470,1.115,43.762,31.677,-213.562
-0.368,-0.651,1.053,43.152,46.631,-219.727
-0.320,-0.827,0.954,46.692,59.814,-219.055
-0.282,-1.000,0.821,56.885,69.580,-213.379
-0.209,-1.165,0.659,63.171,72.876,-203.186
-0.155,-1.280,0.539,63.721,67.383,-186.890
-0.118,-1.336,0.472,69.397,54.626,-163.940
-0.129,-1.354,0.492,71.533,34.668,-138.977
-0.120,-1.373,0.567,75.256,15.930,-121.033
-0.118,-1.465,0.649,76.538,5.920,-113.403
-0.142,-1.623,0.713,61.096,8.301,-112.000
-0.150,-1.769,0.685,30.579,24.170,-110.596
-0.179,-1.911,0.622,4.822,40.344,-107.117
-0.114,-2.086,0.562,-7.446,50.659,-95.703
-0.147,-2.102,0.453,-32.776,56.030,-66.101
-0.163,-2.061,0.418,-56.519,46.692,-25.879
-0.134,-1.895,0.392,-33.203,28.076,15.808
-0.119,-1.651,0.401,-14.832,6.897,50.659
-0.108,-1.422,0.432,-12.817,-13.611,73.303
-0.104,-1.264,0.521,-17.517,-30.212,82.520
-0.104,-1.200,0.650,-20.264,-41.870,85.571
-0.111,-1.132,0.771,-21.729,-46.509,91.858
-0.124,-1.036,0.858,-23.254,-44.312,102.661
-0.143,-0.918,0.913,-25.635,-37.964,114.014
-0.160,-0.783,0.937,-29.907,-31.250,124.390
-0.200,-0.660,0.960,-35.461,-28.198,132.019
-0.227,-0.589,1.001,-38.086,-28.748,133.789
-0.230,-0.555,1.047,-37.292,-30.212,133.057
-0.259,-0.534,1.097,-36.621,-29.114,135.132
-0.299,-0.541,1.153,-40.588,-24.231,138.977
-0.324,-0.572,1.178,-47.058,-13.672,142.700
-0.346,-0.549,1.144,-57.190,3.662,151.489
-0.352,-0.418,1.033,-67.383,22.400,165.466
-0.355,-0.209,0.897,-78.247,35.583,179.138
-0.350,-0.046,0.801,-88.379,39.246,183.472
-0.335,0.061,0.760,-93.628,32.959,177.917
-0.313,0.154,0.760,-92.468,20.630,171.570
-0.299,0.255,0.786,-88.379,9.033,169.128
-0.307,0.374,0.830,-85.876,0.549,168.335
-0.307,0.523,0.857,-79.834,-5.981,168.152
-0.287,0.640,0.908,-69.519,-13.367,164.062
-0.281,0.728,0.996,-58.167,-23.132,156.067
-0.261,0.812,1.074,-42.419,-28.748,149.658
-0.232,0.898,1.137,-25.452,-28.015,142.944
-0.188,0.970,1.150,-17.212,-19.592,133.972
-0.150,1.040,1.105,-17.822,-4.211,123.291
-0.134,1.106,1.029,-24.170,12.390,110.413
-0.113,1.140,0.946,-27.771,23.560,93.872
-0.094,1.117,0.882,-29.053,26.428,73.181
-0.074,1.030,0.854,-26.855,22.583,50.476
-0.049,0.898,0.855,-20.020,16.357,30.823
-0.039,0.756,0.847,-12.085,10.925,18.738
-0.035,0.674,0.789,-11.658,8.301,13.672
-0.049,0.653,0.852,-4.700,4.028,10.193
-0.037,0.573,0.814,19.836,5.127,3.296
-0.065,0.558,0.790,-5.554,4.883,-0.122
-0.072,0.496,0.796,-8.545,-4.333,-5.127
-0.064,0.408,0.918,1.282,-20.142,-10.803
-0.045,0.296,1.044,18.982,-30.518,-15.259
-0.030,0.227,1.117,14.954,-29.602,-16.174
-0.026,0.202,1.127,8.301,-21.057,-15.869
-0.033,0.163,1.107,9.583,-12.451,-17.151
-0.042,0.101,1.098,7.690,-7.324,-20.325
-0.050,0.024,1.102,4.211,-4.333,-21.362
-0.074,-0.025,1.108,3.601,-2.258,-20.203
-0.080,-0.053,1.111,2.869,-1.221,-18.188
-0.077,-0.073,1.103,3.845,-0.977,-15.747
-0.060,-0.083,1.099,3.845,-0.610,-13.245
-0.039,-0.103,1.085,4.700,0.977,-11.536
-0.015,-0.102,1.057,3.113,4.089,-8.789
0.003,-0.086,1.020,1.282,6.592,-5.249
0.016,-0.054,0.986,-0.671,7.568,-2.014
0.021,-0.018,0.954,-1.038,6.958,-0.244
0.029,-0.006,0.946,0.732,4.150,-0.427
0.037,-0.029,0.954,3.662,1.221,-1.587
0.042,-0.031,0.964,4.333,1.038,-1.343
0.043,-0.025,0.966,6.348,1.465,0.305
0.050,0.003,0.959,6.226,0.977,2.136
0.055,0.021,0.960,6.897,-0.793,2.686
0.062,0.026,0.966,7.874,-1.953,2.075
0.064,0.043,0.961,6.409,-1.892,1.404
0.058,0.048,0.967,3.723,-2.441,0.671
0.047,0.022,0.987,4.456,-3.906,-0.732
0.042,0.005,1.001,5.493,-4.883,-1.221
0.037,-0.002,1.010,5.310,-4.517,-0.793
0.030,-0.002,1.018,4.578,-2.991,-0.122

-0.267,1.247,1.307,31.128,-20.813,-41.443
-0.271,1.334,1.292,39.490,-9.094,-56.213
-0.274,1.350,1.225,44.556,5.676,-76.355
-0.306,1.318,1.105,46.326,19.592,-98.206
-0.320,1.204,1.022,51.025,25.391,-119.324
-0.344,1.042,0.952,65.369,27.161,-136.780
-0.352,0.906,0.896,70.374,27.649,-148.132
-0.340,0.784,0.825,74.463,28.442,-156.494
-0.340,0.678,0.806,69.824,26.855,-164.307
-0.348,0.529,0.821,67.566,21.729,-173.645
-0.365,0.390,0.856,66.895,16.296,-182.251
-0.378,0.264,0.896,66.650,11.230,-187.622
-0.401,0.137,0.956,69.397,7.141,-193.054
-0.415,-0.010,1.025,73.486,4.333,-198.792
-0.427,-0.168,1.072,79.590,5.859,-203.064
-0.392,-0.291,1.065,83.374,14.771,-204.590
-0.384,-0.390,1.019,81.848,28.198,-203.064
-0.383,-0.472,0.958,72.205,40.649,-201.965
-0.389,-0.607,0.900,66.895,48.340,-205.444
-0.402,-0.822,0.858,63.904,51.941,-214.050
-0.379,-1.111,0.814,60.974,54.199,-223.206
-0.345,-1.418,0.724,59.204,60.181,-224.670
-0.295,-1.668,0.592,53.467,71.472,-213.684
-0.254,-1.848,0.441,43.396,80.933,-193.237
-0.215,-1.948,0.300,34.485,81.604,-166.199
-0.213,-1.958,0.207,24.353,68.848,-136.230
-0.150,-1.836,0.114,16.479,47.424,-107.605
-0.234,-1.829,0.241,5.005,14.954,-90.454
-0.235,-1.969,0.486,4.211,-17.517,-79.712
-0.241,-2.048,0.599,-12.634,-27.893,-57.617
-0.307,-2.000,0.757,-39.307,-32.104,-27.222
-0.313,-1.944,0.841,-16.907,-37.170,1.709
-0.304,-1.776,0.905,-10.620,-33.875,28.931
-0.284,-1.642,0.873,-12.390,-21.362,46.875
-0.269,-1.549,0.799,-25.635,-5.676,54.688
-0.257,-1.500,0.697,-33.142,5.554,59.998
-0.248,-1.440,0.635,-37.415,7.629,68.298
-0.244,-1.369,0.647,-35.034,-1.404,80.200
-0.229,-1.233,0.725,-33.630,-13.489,96.741
-0.218,-1.073,0.811,-33.142,-22.644,113.831
-0.232,-0.931,0.888,-33.508,-27.527,126.465
-0.246,-0.840,0.952,-32.776,-27.588,134.460
-0.288,-0.788,1.018,-30.273,-24.231,140.686
-0.271,-0.719,1.018,-30.518,-15.259,147.583
-0.297,-0.601,0.954,-40.710,-1.587,155.823
-0.323,-0.490,0.882,-56.885,10.376,160.339
-0.346,-0.440,0.848,-68.298,14.099,157.959
-0.353,-0.435,0.837,-67.566,8.850,154.907
-0.345,-0.377,0.844,-65.247,1.465,160.095
-0.348,-0.258,0.880,-62.317,-5.981,170.715
-0.344,-0.141,0.947,-58.289,-14.038,179.749
-0.321,-0.030,1.010,-57.129,-17.273,184.387
-0.304,0.089,1.055,-59.509,-14.465,186.890
-0.312,0.207,1.089,-59.448,-9.399,188.416
-0.309,0.308,1.087,-54.993,-3.784,186.768
-0.280,0.431,1.042,-53.284,3.418,182.678
-0.244,0.577,0.969,-55.725,12.695,178.467
-0.228,0.667,0.910,-56.335,18.433,169.678
-0.193,0.675,0.872,-58.838,19.104,153.259
-0.150,0.672,0.839,-62.500,18.921,137.085
-0.130,0.713,0.822,-61.401,17.334,130.798
-0.130,0.787,0.847,-54.260,10.071,130.371
-0.116,0.864,0.906,-41.321,-1.160,128.357
-0.100,0.926,0.975,-24.231,-11.536,123.718
-0.079,0.967,1.037,-11.597,-15.869,114.624
-0.049,0.979,1.070,-8.240,-11.597,100.098
-0.031,0.973,1.052,-8.667,-1.709,83.618
-0.023,0.960,0.987,-11.902,9.521,67.932
-0.021,0.938,0.911,-18.433,16.541,52.856
-0.045,0.959,0.925,-21.606,13.367,39.368
-0.031,0.871,0.953,3.418,4.150,24.658
-0.023,0.819,0.991,2.991,-2.502,11.292
-0.007,0.660,1.119,0.793,-8.911,-0.244
0.006,0.593,1.076,13.855,-1.770,-6.653
0.000,0.545,0.997,-1.709,6.531,-9.766
0.005,0.458,0.919,3.906,8.850,-17.212
0.017,0.343,0.896,6.226,5.188,-24.475
0.017,0.210,0.898,13.550,-0.916,-28.137
0.009,0.127,0.915,15.198,-4.150,-26.550
-0.004,0.077,0.943,14.343,-5.432,-23.010
-0.008,0.015,0.977,15.625,-6.714,-21.606
-0.012,-0.080,1.039,14.038,-7.874,-20.630
0.012,-0.139,1.040,13.428,-4.028,-14.404
0.006,-0.013,1.013,8.911,2.808,-5.188
0.031,0.010,0.956,17.456,5.432,-6.775
0.033,-0.037,0.941,6.226,5.310,-14.404
0.026,-0.143,0.954,-1.831,2.625,-19.348
0.028,-0.203,0.969,-0.610,-0.793,-17.151
0.034,-0.205,0.987,2.197,-4.578,-10.254
0.047,-0.169,1.000,4.333,-7.568,-2.563
0.056,-0.113,1.008,6.104,-8.667,1.770
0.060,-0.086,1.021,8.423,-8.728,2.197
0.068,-0.089,1.033,6.714,-7.446,0.671
0.074,-0.088,1.040,3.784,-4.822,0.793
0.076,-0.071,1.031,1.953,-1.770,2.502
0.078,-0.048,1.010,0.916,1.709,3.723
0.078,-0.028,0.984,-0.977,4.089,4.211
0.086,-0.014,0.967,-1.160,4.028,4.883
0.088,-0.002,0.968,1.282,2.075,5.798
0.090,0.013,0.974,3.479,0.122,6.348

-0.161,1.443,1.019,-69.458,-22.522,122.070
-0.046,0.885,1.198,-57.556,-41.138,47.791
-0.027,0.442,1.389,-41.138,-30.029,22.278
-0.001,0.451,1.268,-26.550,7.385,54.138
-0.010,0.880,1.000,-32.349,39.124,99.365
0.006,1.269,0.777,-24.475,46.204,111.938
0.036,1.410,0.720,-19.226,27.222,86.182
0.048,1.243,0.812,-11.597,-1.221,43.030
0.043,0.977,0.966,-9.705,-20.142,8.423
0.032,0.790,1.060,-9.827,-25.696,-6.958
0.032,0.692,1.109,-2.808,-22.400,-9.949
0.031,0.659,1.063,5.676,-13.306,-10.193
0.028,0.604,1.036,5.554,-7.202,-13.428
0.026,0.513,1.012,15.503,-2.075,-17.639
0.019,0.420,1.003,19.531,2.808,-20.081
0.035,0.323,0.979,22.766,6.042,-20.081
0.028,0.236,0.939,24.597,6.409,-18.494
0.006,0.249,1.038,22.766,3.357,-16.541
0.062,0.114,1.028,50.537,7.080,-16.846
0.038,0.150,0.921,26.917,21.301,-16.174
-0.006,0.105,0.790,-0.916,18.127,-20.691
-0.014,-0.025,0.809,1.099,-0.122,-29.846
-0.023,-0.178,0.950,1.892,-21.362,-31.189
-0.009,-0.242,1.063,2.747,-30.212,-21.240
-0.021,-0.146,1.131,-0.244,-26.489,-4.578
0.004,-0.019,1.132,3.113,-18.555,4.944
0.030,0.072,1.106,-1.587,-8.911,5.127
0.054,0.070,1.073,-3.479,-1.160,-2.319
0.071,-0.010,1.045,-2.258,5.554,-10.864
0.090,-0.092,1.011,-0.977,11.902,-13.977
0.104,-0.096,0.949,0.366,17.212,-8.423
0.107,-0.026,0.868,1.953,18.433,0.000
0.115,0.028,0.834,3.296,13.550,4.089
0.125,0.041,0.832,3.357,6.226,3.174
0.112,0.026,0.865,-0.916,-0.793,0.977
0.098,-0.005,0.929,-3.357,-7.996,0.000
0.095,-0.010,1.002,-2.197,-13.550,1.770
0.092,0.017,1.054,-0.061,-14.954,5.554
0.087,0.058,1.073,2.014,-10.986,7.751
0.091,0.081,1.063,2.930,-3.906,6.714
0.096,0.074,1.035,2.625,2.441,3.296
0.093,0.051,1.002,2.380,6.531,0.549
0.094,0.043,0.974,2.991,7.874,0.427
0.096,0.057,0.953,3.906,6.348,2.075
0.093,0.076,0.949,3.662,3.296,3.113
0.087,0.078,0.956,2.808,0.061,2.136
0.090,0.062,0.976,2.258,-2.441,0.183
0.085,0.026,1.000,2.563,-3.418,-0.977
0.075,-0.002,1.012,2.075,-2.441,-0.732
0.070,-0.011,1.006,1.160,-0.183,0.488
0.073,0.005,0.994,0.977,2.075,2.869
0.069,0.040,0.977,0.305,3.113,5.310
0.064,0.060,0.976,0.183,2.441,5.493
0.065,0.057,0.988,1.221,0.488,3.723
0.069,0.050,1.001,2.502,-0.916,2.380
0.072,0.060,1.011,3.357,-1.526,2.625
0.077,0.071,1.017,3.723,-1.587,3.296
0.083,0.073,1.014,3.784,-0.183,2.930
0.091,0.078,0.999,2.502,2.563,2.197
0.087,0.078,0.971,1.221,4.883,1.709
0.083,0.078,0.957,2.136,4.944,1.038
0.082,0.051,0.966,4.944,2.258,0.671
0.077,0.035,0.983,5.371,-0.671,0.488
0.073,0.041,0.982,5.676,-0.549,2.075
0.072,0.058,0.977,3.540,0.244,3.479
0.065,0.061,0.983,2.686,0.610,3.296
0.063,0.047,0.986,2.441,0.854,1.953
0.065,0.032,0.984,0.854,1.160,0.916
0.070,0.028,0.978,1.160,1.709,0.977
0.070,0.036,0.970,1.892,1.648,1.892
0.068,0.049,0.974,1.404,0.671,2.808
0.071,0.062,0.984,1.587,-0.427,2.930
0.079,0.071,0.985,1.709,-0.366,2.686
0.080,0.076,0.983,1.343,0.305,1.953
0.082,0.074,0.971,0.610,1.221,0.916
0.076,0.066,0.960,-0.671,1.892,-0.183
0.076,0.050,0.954,-0.732,1.343,-0.916
0.072,0.033,0.957,0.000,0.061,-1.160
0.068,0.019,0.967,0.488,-1.465,-0.549
0.062,0.032,0.977,2.075,-2.625,1.221
0.068,0.062,0.979,3.479,-3.052,3.113
0.069,0.090,0.984,2.197,-2.869,3.296
0.066,0.078,0.984,1.160,-1.892,0.488
0.066,0.044,0.989,-1.160,-0.549,-2.502
0.071,0.015,0.989,-0.610,0.427,-3.113
0.078,0.018,0.971,0.977,1.282,-1.282
0.081,0.048,0.947,2.197,1.770,0.793
0.078,0.064,0.941,3.052,0.488,0.977
0.071,0.044,0.957,3.784,-1.831,-0.305
0.060,0.015,0.983,3.174,-3.601,-1.343
0.059,0.002,0.997,4.333,-4.456,-0.793
0.061,0.026,0.999,4.456,-3.906,1.099
0.060,0.048,0.998,3.601,-3.479,2.075
0.061,0.055,1.005,2.869,-3.296,1.038
0.064,0.034,1.016,1.404,-2.686,-0.366
0.067,0.023,1.018,-0.122,-0.916,-0.793
0.067,0.034,0.993,0.122,1.526,0.000
0.064,0.051,0.972,-0.183,2.808,0.671
0.059,0.043,0.957,0.000,2.319,0.000
0.059,0.040,0.953,0.305,0.916,-0.488

-0.305,1.315,1.382,32.349,-33.630,-30.273
-0.317,1.446,1.410,37.537,-23.560,-46.631
-0.323,1.513,1.384,41.992,-7.568,-68.420
-0.324,1.498,1.306,42.542,9.583,-96.741
-0.313,1.404,1.190,40.710,25.818,-124.268
-0.285,1.265,1.049,40.588,38.147,-147.278
-0.272,1.137,0.905,42.725,46.997,-161.987
-0.293,1.090,0.763,39.673,48.950,-169.861
-0.314,0.992,0.713,43.457,36.987,-179.321
-0.309,0.859,0.740,56.335,22.522,-192.627
-0.325,0.678,0.799,68.726,11.719,-205.139
-0.362,0.440,0.874,76.599,6.531,-216.736
-0.427,0.190,0.924,77.820,8.606,-225.342
-0.485,-0.001,0.933,78.186,15.625,-226.990
-0.573,-0.175,0.934,77.026,21.729,-225.952
-0.631,-0.381,0.945,72.510,24.292,-229.431
-0.627,-0.609,0.956,69.214,25.635,-235.413
-0.581,-0.812,0.951,68.359,29.175,-236.572
-0.510,-0.964,0.898,66.467,38.269,-231.140
-0.468,-1.081,0.821,55.176,51.270,-224.426
-0.402,-1.196,0.730,41.016,62.317,-219.421
-0.349,-1.349,0.636,33.569,68.420,-214.905
-0.293,-1.541,0.534,26.367,70.313,-210.144
-0.298,-1.654,0.396,19.226,68.726,-203.491
-0.275,-1.998,0.350,19.775,54.382,-197.754
-0.286,-2.263,0.391,5.798,38.269,-177.002
-0.243,-2.387,0.351,-4.639,30.396,-138.550
-0.266,-2.342,0.414,-18.066,14.709,-92.285
-0.246,-2.180,0.483,1.160,-4.883,-49.866
-0.225,-2.013,0.601,6.287,-21.423,-21.790
-0.199,-1.945,0.736,3.540,-30.762,-9.521
-0.192,-1.964,0.819,-2.380,-25.452,-2.502
-0.218,-1.988,0.828,-16.113,-8.484,7.141
-0.243,-2.009,0.769,-26.245,7.751,22.217
-0.245,-1.988,0.684,-32.349,18.250,43.213
-0.231,-1.906,0.598,-35.339,20.935,70.435
-0.214,-1.689,0.606,-32.776,15.808,100.586
-0.171,-1.442,0.471,-31.128,9.949,124.939
-0.203,-1.177,0.459,-61.951,-7.874,142.700
-0.183,-1.029,0.531,-41.687,-33.386,149.414
-0.151,-0.937,0.692,-32.532,-50.598,149.658
-0.161,-0.891,0.867,-37.048,-54.688,149.780
-0.164,-0.844,0.957,-36.072,-40.955,154.175
-0.209,-0.713,0.974,-48.523,-20.935,165.405
-0.263,-0.546,0.960,-56.763,-9.583,178.772
-0.326,-0.411,0.996,-53.284,-10.498,188.049
-0.353,-0.343,1.088,-41.931,-19.165,191.284
-0.364,-0.300,1.172,-28.320,-26.184,193.848
-0.369,-0.200,1.214,-23.071,-20.691,199.585
-0.328,-0.028,1.182,-26.733,-6.409,204.956
-0.315,0.174,1.105,-32.532,8.179,209.656
-0.324,0.336,1.028,-36.255,18.738,208.862
-0.333,0.428,1.000,-45.593,21.912,197.083
-0.340,0.469,0.983,-51.697,20.020,180.908
-0.342,0.497,0.994,-52.124,16.479,167.542
-0.320,0.481,1.011,-45.227,13.245,156.372
-0.295,0.487,1.007,-42.725,11.658,150.940
-0.284,0.536,0.981,-38.391,9.888,152.283
-0.281,0.607,0.940,-30.701,8.057,153.503
-0.130,0.634,0.869,-23.193,8.179,150.879
-0.235,0.716,0.971,-28.564,8.362,147.949
-0.023,0.820,0.915,-22.278,14.709,148.071
-0.074,1.132,0.776,-46.814,28.320,154.175
-0.064,1.445,0.704,-70.679,26.672,144.470
-0.114,1.527,0.724,-55.237,2.747,108.032
-0.022,1.376,0.892,-25.513,-27.405,60.547
-0.037,1.123,1.052,-4.517,-44.312,22.339
-0.020,0.917,1.204,-11.841,-46.875,3.906
-0.056,0.811,1.265,-3.906,-35.522,1.343
-0.004,0.763,1.211,4.944,-18.188,5.493
-0.005,0.800,1.077,11.536,0.488,6.592
0.008,0.705,0.948,23.315,8.606,-3.174
0.032,0.572,0.871,27.649,12.085,-14.832
0.093,0.390,0.844,32.532,12.451,-21.729
0.098,0.267,0.770,35.950,13.611,-21.362
0.046,0.251,0.877,17.090,10.010,-17.822
0.074,0.184,0.933,37.170,7.874,-14.221
0.052,0.291,0.866,22.888,17.883,-9.705
0.046,0.290,0.767,-5.005,15.564,-15.991
0.050,0.176,0.735,-6.592,-0.122,-27.649
0.047,0.013,0.869,-2.014,-22.217,-34.241
0.047,-0.106,1.013,9.827,-35.400,-31.128
0.023,-0.094,1.058,7.446,-34.729,-21.057
0.010,-0.064,1.086,-0.488,-33.386,-13.916
0.013,-0.092,1.130,5.920,-33.997,-13.000
0.020,-0.130,1.179,9.827,-31.799,-14.404
0.024,-0.182,1.202,7.202,-25.146,-15.747
0.028,-0.233,1.224,1.282,-15.320,-13.977
0.075,-0.250,1.208,-1.831,-4.028,-6.775
0.035,-0.095,1.202,-1.221,5.310,2.808
0.067,-0.052,1.070,20.752,12.634,0.732
0.102,-0.157,1.040,2.930,14.465,-9.338
0.102,-0.195,0.999,-7.568,13.123,-8.362
0.110,-0.215,1.006,14.099,6.653,-0.366
0.140,-0.111,0.989,22.949,6.531,8.301
0.132,-0.037,0.956,6.958,6.470,11.536
0.123,-0.027,0.949,5.310,4.150,7.324
0.116,-0.083,0.975,0.977,1.648,1.160
0.104,-0.131,1.001,-4.150,0.305,-0.549
0.104,-0.151,1.014,-0.916,0.244,1.953

-0.200,1.265,1.302,34.912,-22.644,-34.912
-0.225,1.326,1.363,40.344,-20.081,-51.880
-0.249,1.342,1.388,50.537,-12.451,-70.801
-0.257,1.313,1.367,55.359,1.038,-90.881
-0.272,1.238,1.301,56.396,16.235,-110.413
-0.273,1.160,1.195,57.190,29.785,-126.343
-0.278,1.091,1.079,62.500,38.452,-137.329
-0.300,1.031,1.001,67.505,40.283,-146.179
-0.316,0.993,0.934,72.815,38.086,-156.128
-0.339,0.903,0.912,77.026,31.982,-169.678
-0.350,0.674,0.916,78.674,26.245,-187.500
-0.362,0.493,0.947,71.350,23.132,-200.073
-0.375,0.376,0.959,71.045,23.560,-205.750
-0.433,0.301,0.967,67.566,27.222,-209.290
-0.525,0.177,0.976,57.800,34.363,-219.299
-0.598,-0.039,0.982,46.936,42.358,-237.976
-0.648,-0.327,0.985,37.109,50.293,-257.751
-0.636,-0.615,0.964,28.992,61.340,-272.339
-0.612,-0.910,0.868,26.062,76.965,-279.358
-0.592,-1.209,0.751,19.836,90.698,-280.396
-0.552,-1.495,0.622,18.433,99.304,-273.193
-0.504,-1.751,0.463,22.095,105.103,-256.287
-0.505,-1.946,0.315,24.658,105.347,-232.056
-0.487,-2.085,0.202,27.283,94.177,-203.064
-0.478,-2.166,0.157,30.334,69.092,-171.753
